comment_id,sentence_pos,stereotype,xenophobia,suffering,economic,migration,culture,benefits,health,security,dehumanisation,others
82,1,0,0,0,0,0,0,0,0,0,0,0
82,2,1,0,0,0,1,0,0,0,0,0,0
82,3,0,0,0,0,0,0,0,0,0,0,0
82,4,0,0,0,0,0,0,0,0,0,0,0
83,1,1,0,0,0,1,1,0,0,0,0,0
83,2,0,0,0,0,0,0,0,0,0,0,0
83,3,0,0,0,0,0,0,0,0,0,0,0
83,4,0,0,0,0,0,0,0,0,0,0,0
83,5,0,0,0,0,0,0,0,0,0,0,0
84,1,0,0,0,0,0,0,0,0,0,0,0
84,2,1,0,0,0,0,0,0,0,0,0,0
84,3,0,0,0,0,0,0,0,0,0,0,0
84,4,0,0,0,0,0,0,0,0,0,0,0
85,1,0,0,0,0,0,0,0,0,0,0,0
85,2,0,0,0,0,0,0,0,0,0,0,0
86,1,0,0,0,0,0,0,0,0,0,0,0
86,2,1,0,0,1,0,1,1,0,0,0,0
86,3,0,0,0,0,0,0,0,0,0,0,0
86,4,0,0,0,0,0,0,0,0,0,0,0
86,5,0,0,0,0,0,0,0,0,0,0,0
86,6,0,0,0,0,0,0,0,0,0,0,0
87,1,0,0,0,0,0,0,0,0,0,0,0
87,2,0,0,0,0,0,0,0,0,0,0,0
87,3,0,0,0,0,0,0,0,0,0,0,0
87,4,1,1,0,0,0,0,0,0,0,0,0
88,1,1,0,0,0,1,0,0,0,0,0,0
88,2,0,0,0,0,0,0,0,0,0,0,0
88,3,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0,0,0,0,0,0,0,0,0,0
89,2,1,0,0,1,0,0,0,0,0,0,0
90,1,0,0,0,0,0,0,0,0,0,0,0
90,2,0,0,0,0,0,0,0,0,0,0,0
90,3,0,0,0,0,0,0,0,0,0,0,0
91,1,0,0,0,0,0,0,0,0,0,0,0
91,2,0,0,0,0,0,0,0,0,0,0,0
92,1,0,0,0,0,0,0,0,0,0,0,0
93,1,0,0,0,0,0,0,0,0,0,0,0
93,2,0,0,0,0,0,0,0,0,0,0,0
94,1,0,0,0,0,0,0,0,0,0,0,0
94,2,0,0,0,0,0,0,0,0,0,0,0
94,3,1,0,0,0,0,0,0,0,1,0,0
95,1,0,0,0,0,0,0,0,0,0,0,0
96,1,0,0,0,0,0,0,0,0,0,0,0
96,2,0,0,0,0,0,0,0,0,0,0,0
97,1,1,0,0,0,0,1,0,0,0,0,0
97,2,0,0,0,0,0,0,0,0,0,0,0
98,1,0,0,0,0,0,0,0,0,0,0,0
98,2,0,0,0,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0,0,0,0,0,0,0,0,0,0
101,1,1,0,0,0,1,0,0,0,1,0,0
101,2,0,0,0,0,0,0,0,0,0,0,0
102,1,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0,0,0,0,0
103,2,1,0,0,0,0,1,0,0,0,0,0
103,3,0,0,0,0,0,0,0,0,0,0,0
103,4,0,0,0,0,0,0,0,0,0,0,0
103,5,0,0,0,0,0,0,0,0,0,0,0
104,1,1,0,0,0,0,0,1,0,0,0,0
104,2,1,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,0,0,0,0,0
105,2,0,0,0,0,0,0,0,0,0,0,0
105,3,0,0,0,0,0,0,0,0,0,0,0
105,4,0,0,0,0,0,0,0,0,0,0,0
106,1,0,0,0,0,0,0,0,0,0,0,0
106,2,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0,0,0,0,0
107,2,0,0,0,0,0,0,0,0,0,0,0
108,1,0,0,0,0,0,0,0,0,0,0,0
108,2,0,0,0,0,0,0,0,0,0,0,0
109,1,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0,0,0,0,0,0,0,0,0,0
110,2,1,0,0,0,0,0,0,0,0,1,0
110,3,1,0,0,0,1,1,1,0,0,0,0
110,4,0,0,0,0,0,0,0,0,0,0,0
110,5,0,0,0,0,0,0,0,0,0,0,0
111,1,0,0,0,0,0,0,0,0,0,0,0
111,2,0,0,0,0,0,0,0,0,0,0,0
112,1,1,0,0,0,0,0,0,0,0,0,0
112,2,0,0,0,0,0,0,0,0,0,0,0
113,1,1,0,0,0,0,0,0,0,1,0,0
114,1,1,0,0,0,0,0,0,1,0,0,0
115,1,0,0,0,0,0,0,0,0,0,0,0
115,2,0,0,0,0,0,0,0,0,0,0,0
115,3,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0,0,0,0,0,0,0,0,0,0
116,2,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0,0,0,0,0,0,0,0,0,0
117,2,0,0,0,0,0,0,0,0,0,0,0
117,3,0,0,0,0,0,0,0,0,0,0,0
117,4,0,0,0,0,0,0,0,0,0,0,0
117,5,0,0,0,0,0,0,0,0,0,0,0
117,6,0,0,0,0,0,0,0,0,0,0,0
117,7,1,0,0,0,1,0,1,0,1,0,0
118,1,0,0,0,0,0,0,0,0,0,0,0
118,2,0,0,0,0,0,0,0,0,0,0,0
118,3,0,0,0,0,0,0,0,0,0,0,0
118,4,0,0,0,0,0,0,0,0,0,0,0
119,1,0,0,0,0,0,0,0,0,0,0,0
119,2,0,0,0,0,0,0,0,0,0,0,0
119,3,0,0,0,0,0,0,0,0,0,0,0
119,4,0,0,0,0,0,0,0,0,0,0,0
119,5,0,0,0,0,0,0,0,0,0,0,0
119,6,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0,0,0,0,0,0,0,0,0,0
120,2,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0,0,0,0,0,0,0,0,0,0
122,1,0,0,0,0,0,0,0,0,0,0,0
122,2,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0,0,0,0,0,0,0,0,0,0
123,2,0,0,0,0,0,0,0,0,0,0,0
124,1,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,0,0,0,0
125,2,0,0,0,0,0,0,0,0,0,0,0
125,3,1,0,0,0,0,0,0,0,1,0,0
125,4,1,0,0,0,1,0,0,0,1,0,0
126,1,0,0,0,0,0,0,0,0,0,0,0
127,1,1,0,0,1,0,0,0,0,0,0,0
127,2,0,0,0,0,0,0,0,0,0,0,0
127,3,1,0,0,0,0,1,0,0,1,0,0
128,1,1,0,0,0,0,0,1,0,0,0,0
129,1,0,0,0,0,0,0,0,0,0,0,0
129,2,0,0,0,0,0,0,0,0,0,0,0
129,3,0,0,0,0,0,0,0,0,0,0,0
130,1,1,0,0,0,0,0,1,0,0,1,0
130,2,1,0,0,0,0,0,1,0,1,0,0
130,3,0,0,0,0,0,0,0,0,0,0,0
131,1,1,0,0,0,0,0,0,0,0,0,0
132,1,0,0,0,0,0,0,0,0,0,0,0
132,2,0,0,0,0,0,0,0,0,0,0,0
133,1,0,0,0,0,0,0,0,0,0,0,0
134,1,1,0,0,0,1,0,0,0,0,0,0
134,2,1,0,0,0,0,0,0,0,0,0,0
134,3,0,0,0,0,0,0,0,0,0,0,0
134,4,1,0,0,0,1,0,0,0,0,0,0
134,5,1,0,1,0,1,0,0,0,0,0,0
134,6,1,0,0,0,0,0,0,0,1,0,0
135,1,0,0,0,0,0,0,0,0,0,0,0
135,2,0,0,0,0,0,0,0,0,0,0,0
135,3,0,0,0,0,0,0,0,0,0,0,0
135,4,1,0,0,0,0,0,0,0,0,0,0
136,1,0,0,0,0,0,0,0,0,0,0,0
136,2,1,0,0,0,0,0,0,0,0,0,0
136,3,0,0,0,0,0,0,0,0,0,0,0
137,1,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0,0,0,0,0
140,1,1,0,0,0,1,0,0,0,0,0,0
141,1,0,0,0,0,0,0,0,0,0,0,0
141,2,1,0,0,0,0,0,0,0,0,0,1
141,3,1,0,0,0,0,1,1,0,1,0,0
141,4,0,0,0,0,0,0,0,0,0,0,0
142,1,0,0,0,0,0,0,0,0,0,0,0
142,2,0,0,0,0,0,0,0,0,0,0,0
143,1,0,0,0,0,0,0,0,0,0,0,0
143,2,0,0,0,0,0,0,0,0,0,0,0
144,1,1,0,1,0,0,0,0,0,0,0,0
144,2,0,0,0,0,0,0,0,0,0,0,0
144,3,0,0,0,0,0,0,0,0,0,0,0
144,4,0,0,0,0,0,0,0,0,0,0,0
145,1,1,0,0,0,1,0,0,0,0,0,0
146,1,0,0,0,0,0,0,0,0,0,0,0
146,2,1,0,0,0,0,0,0,0,0,0,0
147,1,0,0,0,0,0,0,0,0,0,0,0
147,2,0,0,0,0,0,0,0,0,0,0,0
148,1,0,0,0,0,0,0,0,0,0,0,0
148,2,0,0,0,0,0,0,0,0,0,0,0
148,3,0,0,0,0,0,0,0,0,0,0,0
149,1,0,0,0,0,0,0,0,0,0,0,0
150,1,1,0,0,0,0,1,0,0,0,0,0
150,2,0,0,0,0,0,0,0,0,0,0,0
150,3,1,0,0,0,0,1,0,0,0,0,0
150,4,0,0,0,0,0,0,0,0,0,0,0
150,5,0,0,0,0,0,0,0,0,0,0,0
150,6,1,0,0,0,0,0,1,0,0,0,0
150,7,0,0,0,0,0,0,0,0,0,0,0
150,8,1,0,0,1,1,0,0,0,0,0,0
150,9,0,0,0,0,0,0,0,0,0,0,0
151,1,1,1,0,0,0,0,0,0,0,0,0
151,2,1,0,0,1,1,0,0,0,0,0,0
152,1,0,0,0,0,0,0,0,0,0,0,0
153,1,0,0,0,0,0,0,0,0,0,0,0
154,1,0,0,0,0,0,0,0,0,0,0,0
154,2,1,0,0,0,1,0,0,0,0,0,0
155,1,1,0,1,0,1,0,0,0,0,0,0
155,2,1,0,0,1,0,1,0,0,0,0,0
155,3,0,0,0,0,0,0,0,0,0,0,0
156,1,1,0,0,0,1,0,1,0,0,0,0
156,2,1,0,1,0,1,0,1,0,0,0,0
156,3,0,0,0,0,0,0,0,0,0,0,0
156,4,0,0,0,0,0,0,0,0,0,0,0
156,5,0,0,0,0,0,0,0,0,0,0,0
157,1,0,0,0,0,0,0,0,0,0,0,0
157,2,0,0,0,0,0,0,0,0,0,0,0
157,3,0,0,0,0,0,0,0,0,0,0,0
157,4,1,0,0,0,0,0,1,0,0,0,0
157,5,0,0,0,0,0,0,0,0,0,0,0
157,6,1,0,0,0,1,0,0,1,0,0,0
157,7,0,0,0,0,0,0,0,0,0,0,0
157,8,1,0,1,0,1,0,0,0,0,0,0
158,1,0,0,0,0,0,0,0,0,0,0,0
158,2,1,0,0,0,0,1,0,0,0,0,0
159,1,0,0,0,0,0,0,0,0,0,0,0
159,2,1,0,0,0,1,0,1,0,0,0,0
159,3,0,0,0,0,0,0,0,0,0,0,0
159,4,0,0,0,0,0,0,0,0,0,0,0
160,1,0,0,0,0,0,0,0,0,0,0,0
160,2,1,0,0,0,1,0,0,0,0,0,1
161,1,1,0,0,1,1,1,0,0,0,1,1
161,2,0,0,0,0,0,0,0,0,0,0,0
162,1,1,0,0,0,0,0,1,0,1,0,0
162,2,0,0,0,0,0,0,0,0,0,0,0
162,3,1,0,1,0,0,0,0,0,1,0,0
162,4,0,0,0,0,0,0,0,0,0,0,0
162,5,1,0,0,0,0,0,0,0,0,0,0
162,6,0,0,0,0,0,0,0,0,0,0,0
162,7,0,0,0,0,0,0,0,0,0,0,0
162,8,0,0,0,0,0,0,0,0,0,0,0
162,9,0,0,0,0,0,0,0,0,0,0,0
162,10,1,0,0,0,0,0,0,0,0,0,0
162,11,0,0,0,0,0,0,0,0,0,0,0
163,1,0,0,0,0,0,0,0,0,0,0,0
163,2,0,0,0,0,0,0,0,0,0,0,0
163,3,1,0,0,0,0,0,1,0,1,0,0
164,1,0,0,0,0,0,0,0,0,0,0,0
164,2,0,0,0,0,0,0,0,0,0,0,0
165,1,0,0,0,0,0,0,0,0,0,0,0
165,2,0,0,0,0,0,0,0,0,0,0,0
165,3,0,0,0,0,0,0,0,0,0,0,0
165,4,0,0,0,0,0,0,0,0,0,0,0
165,5,0,0,0,0,0,0,0,0,0,0,0
166,1,0,0,0,0,0,0,0,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0,0,0
166,3,0,0,0,0,0,0,0,0,0,0,0
166,4,0,0,0,0,0,0,0,0,0,0,0
167,1,0,0,0,0,0,0,0,0,0,0,0
167,2,0,0,0,0,0,0,0,0,0,0,0
167,3,0,0,0,0,0,0,0,0,0,0,0
168,1,0,0,0,0,0,0,0,0,0,0,0
168,2,1,0,0,0,1,0,0,0,1,0,0
168,3,0,0,0,0,0,0,0,0,0,0,0
168,4,0,0,0,0,0,0,0,0,0,0,0
168,5,0,0,0,0,0,0,0,0,0,0,0
168,6,0,0,0,0,0,0,0,0,0,0,0
168,7,0,0,0,0,0,0,0,0,0,0,0
168,8,0,0,0,0,0,0,0,0,0,0,0
168,9,0,0,0,0,0,0,0,0,0,0,0
169,1,0,0,0,0,0,0,0,0,0,0,0
169,2,0,0,0,0,0,0,0,0,0,0,0
170,1,0,0,0,0,0,0,0,0,0,0,0
170,2,1,0,1,0,1,0,0,0,0,0,0
170,3,0,0,0,0,0,0,0,0,0,0,0
170,4,0,0,0,0,0,0,0,0,0,0,0
170,5,0,0,0,0,0,0,0,0,0,0,0
170,6,0,0,0,0,0,0,0,0,0,0,0
170,7,0,0,0,0,0,0,0,0,0,0,0
170,8,0,0,0,0,0,0,0,0,0,0,0
170,9,1,0,0,0,0,0,0,0,0,0,0
170,10,1,0,0,0,1,0,0,0,0,0,0
170,11,0,0,0,0,0,0,0,0,0,0,0
170,12,0,0,0,0,0,0,0,0,0,0,0
170,13,0,0,0,0,0,0,0,0,0,0,0
170,14,1,0,0,0,1,0,0,0,0,0,0
170,15,0,0,0,0,0,0,0,0,0,0,0
170,16,0,0,0,0,0,0,0,0,0,0,0
170,17,0,0,0,0,0,0,0,0,0,0,0
171,1,1,0,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0,0,0
172,2,0,0,0,0,0,0,0,0,0,0,0
172,3,0,0,0,0,0,0,0,0,0,0,0
172,4,1,0,0,0,0,0,0,0,1,0,0
172,5,0,0,0,0,0,0,0,0,0,0,0
172,6,0,0,0,0,0,0,0,0,0,0,0
173,1,1,0,0,0,0,0,0,0,0,0,0
173,2,0,0,0,0,0,0,0,0,0,0,0
174,1,0,0,0,0,0,0,0,0,0,0,0
174,2,1,0,0,0,0,0,0,0,0,0,0
175,1,1,0,0,0,0,0,1,0,0,1,0
